GameID,Name,Genre,ReleaseDate,Description,LanguageSupport,UnitsSold,Tags,RequireAge
179,Titanfall,Shooter,2014-3-11,"Titanfall is a fast-paced multiplayer shooter game where players control agile pilots and massive Titans in futuristic battles. With a blend of first-person shooting and mech combat, players must work together to achieve victory in intense and exhilarating matches.","Chinese, English, German, Korean, Spanish",383,"Open World, Strategy, Racing",10
180,Tom Clancy's Ghost Recon Wildlands,Shooter,2017-3-7,Engage in tactical warfare in a vast open world as a member of an elite special operations team in Tom Clancy's Ghost Recon Wildlands. Take down drug cartels and complete missions with your squad in this intense shooter game.,"Chinese, German, Japanese",76,"Fantasy, Racing, Adventure, Puzzle, Choices Matter",0
181,Tom Clancy's Rainbow Six: Siege,Shooter,2015-12-1,"Tom Clancy's Rainbow Six: Siege is a tactical shooter game where players engage in intense 5v5 multiplayer battles. Choose from a variety of operators with unique abilities and strategize to outsmart your opponents. With destructible environments and teamwork, every match is a thrilling, high-stakes experience.","Chinese, Korean",190,"Family Friendly, Adventure, Car Simulation, Roguelike, Horror",16
182,Tom Clancy's Splinter Cell,Action,2002-11-17,"In Tom Clancy's Splinter Cell, players take on the role of Sam Fisher, a highly trained operative in a secret government agency. Utilize stealth, gadgets, and advanced tactics to complete dangerous missions in a thrilling espionage adventure.",English,68,"Adventure, First-Person Shooter, Third-Person",18
183,Tom Clancy's The Division,Shooter,2016-3-8,"In Tom Clancy's The Division, players are part of an elite group tasked with restoring order in a post-pandemic New York City. Engage in intense third-person shooter combat, complete missions, and team up with friends in this online multiplayer game.",English,321,"Turn-based Combat, Multiplayer, Relaxing",0
184,Tomb Raider,Action,1996-11-14,"Join Lara Croft on a thrilling adventure as she explores ancient tombs, battles enemies, and solves puzzles in search of hidden treasures. Use her skills in combat, agility, and puzzle-solving to uncover the secrets of the past and survive the dangerous challenges that await in 'Tomb Raider'.",English,184,"Adventure, Casual, Racing, Survival",0
185,Tomb Raider II,Adventure,1997-10-31,"Join Lara Croft on another thrilling adventure in Tomb Raider II. Explore exotic locations, solve challenging puzzles, and battle dangerous enemies as you race against time to uncover ancient artifacts. Will you have what it takes to survive the treacherous traps and uncover the secrets of the Tomb Raider?",French,158,"Exploration, Multiplayer, Third-Person, Car Simulation",18
186,Tomb Raider III: Adventures of Lara Croft,Adventure,1998-11-21,"Join fearless adventurer Lara Croft as she embarks on a thrilling journey to uncover ancient artifacts and solve challenging puzzles in exotic locations around the world. Encounter dangerous enemies, conquer treacherous obstacles, and unravel the mysteries of the past in Tomb Raider III: Adventures of Lara Croft.","English, Japanese",79,"Puzzle, Strategy, Action RPG",16
187,Tony Hawk's Pro Skater,Sports,1999-8-31,"""Tony Hawk's Pro Skater is a fast-paced skateboarding game where players can perform tricks, grinds, and flips in iconic locations. Master challenging courses, compete in tournaments, and customize your skater to become the ultimate pro skater.""","French, Japanese, Korean",174,"Adventure, Car Simulation, Racing",16
188,Tony Hawk's Pro Skater 2,Sports,2000-9-20,"Tony Hawk's Pro Skater 2 is a skateboarding video game where players perform tricks, combos, and stunts in various locations around the world. With realistic graphics and responsive controls, players can customize their skater and compete in challenges to become the ultimate skateboarding champion.","Japanese, Korean, Spanish",222,"Turn-based Combat, Car Simulation, Crafting",18
189,Tony Hawk's Pro Skater 3,Sports,2001-10-28,"Skate like a pro in Tony Hawk's Pro Skater 3, featuring realistic skateboarding physics, iconic skate parks, and an all-star lineup of professional skaters. Pull off epic tricks, combos, and grinds to earn high scores and become a skateboarding legend.","Chinese, English, French, Japanese, Spanish",278,"Action RPG, Multiple Endings, Casual, Co-op",16
190,Tony Hawk's Pro Skater 4,Sports,2002-10-23,"""Tony Hawk's Pro Skater 4 is a skateboarding video game where players can perform tricks and stunts in various locations around the world. Customize your skater, complete challenges, and compete in tournaments to become the ultimate pro skater.""","English, French, Japanese, Korean, Spanish",78,"Adventure, First-Person Shooter, Visual Novel, Platformer",0
191,Tony Hawk's Underground,Sports,2003-10-27,"In Tony Hawk's Underground, players skate through open-world cities, completing challenges and building their reputation as a professional skateboarder. Customize your character and perform insane tricks to become the ultimate skateboarding legend.","French, German, Spanish",106,"Family Friendly, Third-Person, Open World, First-Person Shooter, Exploration",16
192,True Crime: Streets of LA,Action,2003-11-3,"In True Crime: Streets of LA, players take on the role of a detective navigating the dangerous streets of Los Angeles. Solve crimes, engage in intense shootouts, and drive through the city in high-speed chases. Make tough choices that determine the outcome of the game in this action-packed adventure.",Japanese,226,"Story Rich, Racing, Platformer, Multiple Endings",16
193,Uncharted 2: Among Thieves,Action,2009-10-13,"Join Nathan Drake in his thrilling adventure across the globe to uncover the secrets of Marco Polo's lost fleet in 'Uncharted 2: Among Thieves'. Climb, fight, and solve puzzles in this action-packed game filled with danger and intrigue.",French,261,"Survival, Choices Matter, Open World, Turn-based Combat",0
194,Uncharted: Drake's Fortune,Action,2007-11-16,"Join treasure hunter Nathan Drake as he embarks on a dangerous journey to uncover the lost fortune of Sir Francis Drake. Battle through lush jungles, ancient ruins, and deadly mercenaries in this thrilling action-packed adventure.","English, Japanese",147,"Roguelike, Crafting, Multiple Endings, Third-Person",16
195,WWE SmackDown! vs. RAW 2006,Fighting,2005-11-14,"Choose from a roster of WWE Superstars and battle it out in intense matches, including singles, tag team, and Royal Rumble. Experience the thrill of the ring with realistic graphics and fluid gameplay, while competing for championship titles in WWE SmackDown! vs. RAW 2006.",English,60,"Choices Matter, Co-op, Adventure, Puzzle",0
196,WWE SmackDown! vs. Raw 2006,Fighting,2005-11-15,"WWE SmackDown! vs. Raw 2006 is a wrestling video game that allows players to take control of their favorite WWE superstars and battle it out in the ring. With realistic graphics and fast-paced gameplay, this game offers an immersive experience for fans of professional wrestling.",English,150,"Multiplayer, Story Rich, Crafting",0
197,WWF SmackDown!,Fighting,2000-3-1,Step into the ring with your favorite WWE superstars in WWF SmackDown! Choose from a roster of iconic wrestlers and battle it out in intense one-on-one matches. Experience the thrill of the squared circle in this action-packed fighting game.,English,123,"Sandbox, Puzzle, Survival, Racing, Tactical",0
198,WWF SmackDown! 2: Know Your Role,Fighting,2000-11-21,"Step into the ring with your favorite WWF superstars in this intense fighting game. Choose from a roster of iconic wrestlers, unleash devastating moves, and dominate your opponents to become the ultimate champion. With fast-paced gameplay and realistic graphics, the action never stops in WWF SmackDown! 2: Know Your Role.","English, German, Spanish",278,"Sandbox, Story Rich, Platformer",0
199,WWF War Zone,Fighting,1998-7-14,"Step into the ring and battle it out with iconic WWF superstars in this intense fighting game. Choose your favorite wrestler, unleash signature moves, and climb the ranks to become the ultimate champion in WWF War Zone.","English, French, German, Japanese, Spanish",70,"Choices Matter, Co-op, Story Rich",10
200,Warzone 2100,Strategy,1999-5-31,"Warzone 2100 is a real-time strategy game set in a post-apocalyptic future. Players must build and command a base, research technologies, and lead armies in battles to reclaim the world from rival factions. Customize units and engage in tactical combat to emerge victorious.","English, Korean, Spanish",129,"Choices Matter, Open World, Visual Novel",0
201,Watch Dogs,Action-Adventure,2014-5-27,"Watch Dogs' is an action-adventure game where players take on the role of a skilled hacker seeking revenge in a near-future Chicago. Utilize hacking abilities to manipulate the city's infrastructure, engage in intense gunfights, and uncover a conspiracy that threatens the entire city.",English,105,"Realistic, Adventure, Sandbox",18
202,Watch Dogs 2,Action,2016-11-15,"In Watch Dogs 2, players step into the shoes of a skilled hacker in San Francisco, using their hacking abilities to take down a corrupt system. Explore an open world, complete missions, and hack into various devices to uncover the truth.","English, Japanese",114,"Open World, Crafting, Sci-Fi, Exploration, Casual",10
203,Winning Eleven: Pro Evolution Soccer 2007,Sports,2007-2-6,"Experience realistic soccer gameplay in Winning Eleven: Pro Evolution Soccer 2007. With improved graphics and gameplay mechanics, take control of your favorite teams and players to lead them to victory in intense matches. Master your skills on the pitch and become a soccer champion.",English,225,"Relaxing, Sandbox, Strategy",16
204,World Soccer Winning Eleven 6 International,Sports,2003-3-11,"Compete in intense soccer matches with national teams from around the world in World Soccer Winning Eleven 6 International. Customize your tactics, formations, and play styles to lead your team to victory in this fast-paced and realistic sports game.",German,161,"Strategy, Survival, Turn-based Combat, Multiple Endings",18
205,World Soccer Winning Eleven 8 International,Sports,2005-2-1,"Compete in intense soccer matches with top international teams in World Soccer Winning Eleven 8 International. Customize your strategies, formations, and tactics to outplay your opponents and lead your team to victory. Master the art of passing, shooting, and defending to become the ultimate soccer champion.",English,197,"Fantasy, Visual Novel, Turn-based Combat, Crafting, Choices Matter",0
206,World Soccer Winning Eleven 9,Sports,2006-2-7,"Experience the thrill of soccer with realistic gameplay and advanced AI in World Soccer Winning Eleven 9. Compete against top teams from around the world and customize your tactics to lead your team to victory. Master the art of passing, shooting, and defending in this action-packed sports game.","Chinese, French, German, Japanese, Spanish",105,"First-Person Shooter, Third-Person, Turn-based Combat",10
