GameID,AchievementID,Name,Description
88,3981,Legend Begins #24,Unlock all characters.
88,3982,Completionist #25,Find all hidden items in the game.
88,3983,First Victory #26,Find all hidden items in the game.
88,3984,First Victory #27,Unlock all characters.
88,3985,Speed Runner #28,Unlock all characters.
88,3986,Completionist #29,Play the game for 100 hours.
164,3987,Legend Begins #1,Complete a mission without taking damage.
164,3988,Fighting Champion #2,Play the game for 100 hours.
164,3989,Explorer #3,Unlock all characters.
164,3990,Survivor #4,Beat the secret boss.
164,3991,Unstoppable #5,Achieve top rank in a Fighting mode.
164,3992,First Victory #6,Finish the game on hard difficulty.
164,3993,Secret Finder #7,Unlock all characters.
164,3994,Explorer #8,Collect all collectibles.
164,3995,First Victory #9,Find all hidden items in the game.
164,3996,Secret Finder #10,Unlock all characters.
164,3997,Unstoppable #11,Finish the game on hard difficulty.
164,3998,Speed Runner #12,Complete a mission without taking damage.
164,3999,Tekken 4 Master #13,Collect all collectibles.
164,4000,Speed Runner #14,Complete a mission without taking damage.
164,4001,Fighting Champion #15,Achieve top rank in a Fighting mode.
164,4002,Tekken 4 Master #16,Play the game for 100 hours.
164,4003,Fighting Champion #17,Collect all collectibles.
164,4004,Explorer #18,Win your first challenge.
164,4005,First Victory #19,Win your first challenge.
164,4006,Legend Begins #20,Achieve top rank in a Fighting mode.
164,4007,Fighting Champion #21,Unlock all characters.
164,4008,Speed Runner #22,Find all hidden items in the game.
101,4009,Unstoppable #1,Beat the secret boss.
101,4010,Legend Begins #2,Find all hidden items in the game.
101,4011,Adventure Champion #3,Beat the secret boss.
101,4012,Speed Runner #4,Achieve top rank in a Adventure mode.
101,4013,Adventure Champion #5,Beat the secret boss.
101,4014,Completionist #6,Achieve top rank in a Adventure mode.
101,4015,Completionist #7,Achieve top rank in a Adventure mode.
101,4016,Secret Finder #8,Complete the main story of LEGO Batman: The Videogame.
101,4017,Survivor #9,Complete a mission without taking damage.
101,4018,Completionist #10,Win your first challenge.
101,4019,Unstoppable #11,Win your first challenge.
101,4020,Completionist #12,Achieve top rank in a Adventure mode.
101,4021,Secret Finder #13,Win your first challenge.
101,4022,Explorer #14,Complete the main story of LEGO Batman: The Videogame.
101,4023,Unstoppable #15,Achieve top rank in a Adventure mode.
101,4024,LEGO Batman: The Videogame Master #16,Complete the main story of LEGO Batman: The Videogame.
101,4025,LEGO Batman: The Videogame Master #17,Achieve top rank in a Adventure mode.
101,4026,Adventure Champion #18,Beat the secret boss.
101,4027,Speed Runner #19,Beat the secret boss.
92,4028,Speed Runner #1,Unlock all characters.
92,4029,Shooter Champion #2,Find all hidden items in the game.
92,4030,Legend Begins #3,Beat the secret boss.
92,4031,Speed Runner #4,Play the game for 100 hours.
92,4032,Unstoppable #5,Achieve top rank in a Shooter mode.
92,4033,Halo: The Master Chief Collection Master #6,Complete a mission without taking damage.
92,4034,Unstoppable #7,Unlock all characters.
92,4035,Halo: The Master Chief Collection Master #8,Collect all collectibles.
92,4036,Secret Finder #9,Win your first challenge.
92,4037,Secret Finder #10,Win your first challenge.
105,4038,Explorer #1,Achieve top rank in a Platform mode.
105,4039,LittleBigPlanet 2 Master #2,Find all hidden items in the game.
105,4040,Survivor #3,Complete a mission without taking damage.
105,4041,LittleBigPlanet 2 Master #4,Collect all collectibles.
105,4042,Speed Runner #5,Beat the secret boss.
105,4043,Unstoppable #6,Finish the game on hard difficulty.
105,4044,Platform Champion #7,Achieve top rank in a Platform mode.
105,4045,Secret Finder #8,Win your first challenge.
105,4046,Legend Begins #9,Achieve top rank in a Platform mode.
105,4047,Secret Finder #10,Unlock all characters.
105,4048,Completionist #11,Complete the main story of LittleBigPlanet 2.
105,4049,Secret Finder #12,Play the game for 100 hours.
105,4050,Explorer #13,Complete a mission without taking damage.
105,4051,Completionist #14,Complete the main story of LittleBigPlanet 2.
105,4052,Unstoppable #15,Find all hidden items in the game.
105,4053,Survivor #16,Play the game for 100 hours.
105,4054,Secret Finder #17,Complete the main story of LittleBigPlanet 2.
105,4055,Legend Begins #18,Find all hidden items in the game.
105,4056,First Victory #19,Unlock all characters.
105,4057,First Victory #20,Complete a mission without taking damage.
105,4058,Legend Begins #21,Play the game for 100 hours.
105,4059,Platform Champion #22,Find all hidden items in the game.
105,4060,Speed Runner #23,Finish the game on hard difficulty.
105,4061,Secret Finder #24,Unlock all characters.
50,4062,Survivor #1,Win your first challenge.
50,4063,Survivor #2,Play the game for 100 hours.
50,4064,Completionist #3,Unlock all characters.
50,4065,Explorer #4,Achieve top rank in a Sports mode.
50,4066,Explorer #5,Complete the main story of FIFA 14.
50,4067,Secret Finder #6,Complete the main story of FIFA 14.
50,4068,Legend Begins #7,Complete a mission without taking damage.
50,4069,Secret Finder #8,Complete the main story of FIFA 14.
50,4070,Survivor #9,Complete the main story of FIFA 14.
50,4071,Secret Finder #10,Collect all collectibles.
50,4072,Legend Begins #11,Finish the game on hard difficulty.
50,4073,Sports Champion #12,Win your first challenge.
50,4074,First Victory #13,Win your first challenge.
50,4075,FIFA 14 Master #14,Win your first challenge.
50,4076,Completionist #15,Find all hidden items in the game.
50,4077,Explorer #16,Find all hidden items in the game.
50,4078,Speed Runner #17,Play the game for 100 hours.
50,4079,Completionist #18,Unlock all characters.
50,4080,Unstoppable #19,Collect all collectibles.
50,4081,FIFA 14 Master #20,Find all hidden items in the game.
50,4082,Secret Finder #21,Achieve top rank in a Sports mode.
50,4083,FIFA 14 Master #22,Collect all collectibles.
50,4084,FIFA 14 Master #23,Play the game for 100 hours.
50,4085,First Victory #24,Unlock all characters.
50,4086,Survivor #25,Unlock all characters.
50,4087,Completionist #26,Win your first challenge.
50,4088,Completionist #27,Complete a mission without taking damage.
50,4089,Completionist #28,Beat the secret boss.
50,4090,FIFA 14 Master #29,Unlock all characters.
50,4091,Completionist #30,Collect all collectibles.
79,4092,Secret Finder #1,Achieve top rank in a Action mode.
79,4093,Explorer #2,Play the game for 100 hours.
79,4094,Secret Finder #3,Unlock all characters.
79,4095,Grand Theft Auto 2 Master #4,Unlock all characters.
79,4096,Unstoppable #5,Collect all collectibles.
79,4097,First Victory #6,Finish the game on hard difficulty.
79,4098,Survivor #7,Find all hidden items in the game.
79,4099,Legend Begins #8,Complete the main story of Grand Theft Auto 2.
79,4100,Secret Finder #9,Finish the game on hard difficulty.
79,4101,Grand Theft Auto 2 Master #10,Achieve top rank in a Action mode.
79,4102,Survivor #11,Collect all collectibles.
79,4103,First Victory #12,Achieve top rank in a Action mode.
79,4104,Explorer #13,Beat the secret boss.
79,4105,Action Champion #14,Play the game for 100 hours.
79,4106,Survivor #15,Achieve top rank in a Action mode.
79,4107,Legend Begins #16,Beat the secret boss.
79,4108,Unstoppable #17,Complete a mission without taking damage.
79,4109,Secret Finder #18,Complete the main story of Grand Theft Auto 2.
79,4110,Grand Theft Auto 2 Master #19,Achieve top rank in a Action mode.
79,4111,Completionist #20,Beat the secret boss.
79,4112,Completionist #21,Find all hidden items in the game.
42,4113,Legend Begins #1,Win your first challenge.
42,4114,Legend Begins #2,Complete a mission without taking damage.
42,4115,First Victory #3,Collect all collectibles.
42,4116,Completionist #4,Finish the game on hard difficulty.
42,4117,First Victory #5,Achieve top rank in a Shooter mode.
42,4118,Completionist #6,Collect all collectibles.
42,4119,Unstoppable #7,Complete the main story of Destiny.
42,4120,First Victory #8,Achieve top rank in a Shooter mode.
42,4121,First Victory #9,Beat the secret boss.
42,4122,Survivor #10,Win your first challenge.
42,4123,Shooter Champion #11,Find all hidden items in the game.
42,4124,Destiny Master #12,Achieve top rank in a Shooter mode.
42,4125,Destiny Master #13,Play the game for 100 hours.
42,4126,Shooter Champion #14,Finish the game on hard difficulty.
42,4127,Shooter Champion #15,Collect all collectibles.
42,4128,Shooter Champion #16,Play the game for 100 hours.
42,4129,Secret Finder #17,Finish the game on hard difficulty.
42,4130,Explorer #18,Complete a mission without taking damage.
42,4131,First Victory #19,Win your first challenge.
42,4132,Secret Finder #20,Beat the secret boss.
42,4133,Survivor #21,Play the game for 100 hours.
42,4134,Secret Finder #22,Complete the main story of Destiny.
42,4135,Explorer #23,Win your first challenge.
42,4136,Destiny Master #24,Finish the game on hard difficulty.
42,4137,Survivor #25,Find all hidden items in the game.
42,4138,Unstoppable #26,Finish the game on hard difficulty.
42,4139,Survivor #27,Win your first challenge.
42,4140,Survivor #28,Beat the secret boss.
153,4141,Action Champion #1,Finish the game on hard difficulty.
153,4142,Legend Begins #2,Complete a mission without taking damage.
153,4143,Completionist #3,Finish the game on hard difficulty.
153,4144,Survivor #4,Beat the secret boss.
153,4145,Speed Runner #5,Find all hidden items in the game.
153,4146,Speed Runner #6,Achieve top rank in a Action mode.
153,4147,Explorer #7,Finish the game on hard difficulty.
153,4148,Spider-Man 2 Master #8,Unlock all characters.
153,4149,Spider-Man 2 Master #9,Beat the secret boss.
153,4150,Survivor #10,Play the game for 100 hours.
153,4151,Legend Begins #11,Beat the secret boss.
153,4152,Spider-Man 2 Master #12,Play the game for 100 hours.
153,4153,Completionist #13,Finish the game on hard difficulty.
153,4154,Speed Runner #14,Beat the secret boss.
153,4155,Speed Runner #15,Finish the game on hard difficulty.
61,4156,Explorer #1,Collect all collectibles.
61,4157,First Victory #2,Find all hidden items in the game.
61,4158,Completionist #3,Complete the main story of FIFA Soccer 2003.
61,4159,Legend Begins #4,Unlock all characters.
61,4160,Survivor #5,Beat the secret boss.
61,4161,FIFA Soccer 2003 Master #6,Unlock all characters.
61,4162,FIFA Soccer 2003 Master #7,Complete the main story of FIFA Soccer 2003.
61,4163,Sports Champion #8,Finish the game on hard difficulty.
61,4164,Explorer #9,Find all hidden items in the game.
61,4165,Completionist #10,Play the game for 100 hours.
61,4166,Explorer #11,Achieve top rank in a Sports mode.
61,4167,Speed Runner #12,Complete a mission without taking damage.
61,4168,Survivor #13,Win your first challenge.
61,4169,Completionist #14,Win your first challenge.
61,4170,Legend Begins #15,Complete the main story of FIFA Soccer 2003.
61,4171,FIFA Soccer 2003 Master #16,Find all hidden items in the game.
61,4172,Completionist #17,Complete the main story of FIFA Soccer 2003.
61,4173,Explorer #18,Play the game for 100 hours.
61,4174,Survivor #19,Achieve top rank in a Sports mode.
61,4175,Unstoppable #20,Complete the main story of FIFA Soccer 2003.
61,4176,First Victory #21,Collect all collectibles.
61,4177,Sports Champion #22,Complete the main story of FIFA Soccer 2003.
40,4178,Unstoppable #1,Win your first challenge.
40,4179,Unstoppable #2,Achieve top rank in a Misc mode.
40,4180,Misc Champion #3,Complete a mission without taking damage.
40,4181,Completionist #4,Complete the main story of Crash Bash.
40,4182,Legend Begins #5,Complete the main story of Crash Bash.
40,4183,Explorer #6,Find all hidden items in the game.
40,4184,Speed Runner #7,Unlock all characters.
40,4185,Explorer #8,Achieve top rank in a Misc mode.
40,4186,Speed Runner #9,Achieve top rank in a Misc mode.
40,4187,Speed Runner #10,Finish the game on hard difficulty.
40,4188,Crash Bash Master #11,Beat the secret boss.
40,4189,Explorer #12,Finish the game on hard difficulty.
40,4190,Crash Bash Master #13,Finish the game on hard difficulty.
40,4191,Survivor #14,Unlock all characters.
40,4192,Speed Runner #15,Unlock all characters.
40,4193,Secret Finder #16,Find all hidden items in the game.
40,4194,Survivor #17,Beat the secret boss.
40,4195,Legend Begins #18,Complete a mission without taking damage.
40,4196,Misc Champion #19,Win your first challenge.
77,4197,Legend Begins #1,Complete a mission without taking damage.
77,4198,Secret Finder #2,Win your first challenge.
77,4199,Survivor #3,Finish the game on hard difficulty.
77,4200,Unstoppable #4,Finish the game on hard difficulty.
77,4201,Survivor #5,Win your first challenge.
77,4202,Shooter Champion #6,Unlock all characters.
77,4203,Shooter Champion #7,Finish the game on hard difficulty.
77,4204,Shooter Champion #8,Beat the secret boss.
77,4205,Secret Finder #9,Collect all collectibles.
77,4206,Unstoppable #10,Find all hidden items in the game.
77,4207,First Victory #11,Achieve top rank in a Shooter mode.
77,4208,Explorer #12,Finish the game on hard difficulty.
168,4209,First Victory #1,Finish the game on hard difficulty.
168,4210,Explorer #2,Play the game for 100 hours.
168,4211,Completionist #3,Finish the game on hard difficulty.
168,4212,Unstoppable #4,Beat the secret boss.
168,4213,Secret Finder #5,Win your first challenge.
168,4214,Unstoppable #6,Finish the game on hard difficulty.
168,4215,The Elder Scrolls V: Skyrim Special Edition Master #7,Win your first challenge.
168,4216,Unstoppable #8,Collect all collectibles.
168,4217,Completionist #9,Beat the secret boss.
168,4218,Survivor #10,Win your first challenge.
168,4219,Secret Finder #11,Beat the secret boss.
168,4220,Role-Playing Champion #12,Find all hidden items in the game.
168,4221,First Victory #13,Unlock all characters.
202,4222,Explorer #1,Unlock all characters.
202,4223,Action Champion #2,Unlock all characters.
202,4224,Action Champion #3,Unlock all characters.
202,4225,First Victory #4,Unlock all characters.
202,4226,Legend Begins #5,Play the game for 100 hours.
202,4227,Watch Dogs 2 Master #6,Find all hidden items in the game.
202,4228,Secret Finder #7,Find all hidden items in the game.
202,4229,Watch Dogs 2 Master #8,Unlock all characters.
202,4230,Watch Dogs 2 Master #9,Complete the main story of Watch Dogs 2.
202,4231,Unstoppable #10,Complete the main story of Watch Dogs 2.
202,4232,Secret Finder #11,Play the game for 100 hours.
202,4233,Secret Finder #12,Play the game for 100 hours.
202,4234,Action Champion #13,Find all hidden items in the game.
202,4235,First Victory #14,Finish the game on hard difficulty.
202,4236,Action Champion #15,Complete the main story of Watch Dogs 2.
202,4237,Speed Runner #16,Beat the secret boss.
202,4238,Watch Dogs 2 Master #17,Beat the secret boss.
202,4239,Action Champion #18,Complete the main story of Watch Dogs 2.
202,4240,Survivor #19,Achieve top rank in a Action mode.
202,4241,Action Champion #20,Find all hidden items in the game.
202,4242,Survivor #21,Collect all collectibles.
202,4243,Secret Finder #22,Complete a mission without taking damage.
199,4244,Speed Runner #1,Win your first challenge.
199,4245,WWF War Zone Master #2,Play the game for 100 hours.
199,4246,Completionist #3,Finish the game on hard difficulty.
199,4247,Survivor #4,Achieve top rank in a Fighting mode.
199,4248,Completionist #5,Collect all collectibles.
199,4249,Legend Begins #6,Complete the main story of WWF War Zone.
199,4250,First Victory #7,Finish the game on hard difficulty.
199,4251,Unstoppable #8,Complete a mission without taking damage.
199,4252,First Victory #9,Beat the secret boss.
199,4253,Fighting Champion #10,Complete a mission without taking damage.
199,4254,Explorer #11,Complete a mission without taking damage.
199,4255,Unstoppable #12,Finish the game on hard difficulty.
199,4256,Explorer #13,Beat the secret boss.
199,4257,Fighting Champion #14,Achieve top rank in a Fighting mode.
199,4258,Legend Begins #15,Win your first challenge.
199,4259,First Victory #16,Complete the main story of WWF War Zone.
199,4260,Completionist #17,Unlock all characters.
199,4261,Speed Runner #18,Finish the game on hard difficulty.
199,4262,Explorer #19,Collect all collectibles.
199,4263,Fighting Champion #20,Find all hidden items in the game.
5,4264,First Victory #1,Beat the secret boss.
5,4265,Survivor #2,Play the game for 100 hours.
5,4266,Secret Finder #3,Beat the secret boss.
5,4267,Unstoppable #4,Finish the game on hard difficulty.
5,4268,Completionist #5,Complete a mission without taking damage.
5,4269,Completionist #6,Beat the secret boss.
5,4270,Action-Adventure Champion #7,Beat the secret boss.
5,4271,Action-Adventure Champion #8,Achieve top rank in a Action-Adventure mode.
5,4272,Action-Adventure Champion #9,Collect all collectibles.
5,4273,Survivor #10,Complete the main story of Assassin's Creed IV: Black Flag.
5,4274,Speed Runner #11,Play the game for 100 hours.
5,4275,Action-Adventure Champion #12,Win your first challenge.
5,4276,Explorer #13,Collect all collectibles.
5,4277,First Victory #14,Beat the secret boss.
5,4278,Explorer #15,Beat the secret boss.
131,4279,Unstoppable #1,Complete the main story of NBA 2K18.
131,4280,Speed Runner #2,Complete the main story of NBA 2K18.
131,4281,Unstoppable #3,Achieve top rank in a Sports mode.
131,4282,NBA 2K18 Master #4,Collect all collectibles.
131,4283,Secret Finder #5,Complete the main story of NBA 2K18.
131,4284,Unstoppable #6,Beat the secret boss.
131,4285,First Victory #7,Complete a mission without taking damage.
131,4286,Speed Runner #8,Play the game for 100 hours.
131,4287,Legend Begins #9,Unlock all characters.
131,4288,First Victory #10,Achieve top rank in a Sports mode.
131,4289,Speed Runner #11,Achieve top rank in a Sports mode.
131,4290,NBA 2K18 Master #12,Achieve top rank in a Sports mode.
131,4291,Unstoppable #13,Beat the secret boss.
131,4292,Secret Finder #14,Collect all collectibles.
131,4293,Sports Champion #15,Collect all collectibles.
131,4294,Completionist #16,Collect all collectibles.
131,4295,Secret Finder #17,Collect all collectibles.
131,4296,Legend Begins #18,Beat the secret boss.
131,4297,Explorer #19,Finish the game on hard difficulty.
131,4298,Completionist #20,Complete a mission without taking damage.
131,4299,Explorer #21,Collect all collectibles.
131,4300,Explorer #22,Achieve top rank in a Sports mode.
131,4301,Sports Champion #23,Find all hidden items in the game.
131,4302,Explorer #24,Finish the game on hard difficulty.
131,4303,Secret Finder #25,Finish the game on hard difficulty.
96,4304,Legend Begins #1,Beat the secret boss.
96,4305,Survivor #2,Achieve top rank in a Shooter mode.
96,4306,James Bond 007: Nightfire Master #3,Win your first challenge.
96,4307,Unstoppable #4,Play the game for 100 hours.
96,4308,Shooter Champion #5,Play the game for 100 hours.
96,4309,Legend Begins #6,Play the game for 100 hours.
96,4310,Legend Begins #7,Win your first challenge.
96,4311,James Bond 007: Nightfire Master #8,Win your first challenge.
96,4312,Unstoppable #9,Find all hidden items in the game.
96,4313,Survivor #10,Beat the secret boss.
96,4314,Shooter Champion #11,Beat the secret boss.
96,4315,Shooter Champion #12,Find all hidden items in the game.
96,4316,Secret Finder #13,Complete a mission without taking damage.
96,4317,Completionist #14,Unlock all characters.
96,4318,Survivor #15,Collect all collectibles.
96,4319,Secret Finder #16,Play the game for 100 hours.
96,4320,James Bond 007: Nightfire Master #17,Complete a mission without taking damage.
96,4321,Unstoppable #18,Unlock all characters.
96,4322,Unstoppable #19,Play the game for 100 hours.
96,4323,Survivor #20,Beat the secret boss.
96,4324,Secret Finder #21,Complete the main story of James Bond 007: Nightfire.
96,4325,Unstoppable #22,Collect all collectibles.
96,4326,First Victory #23,Beat the secret boss.
96,4327,James Bond 007: Nightfire Master #24,Find all hidden items in the game.
96,4328,Secret Finder #25,Unlock all characters.
96,4329,James Bond 007: Nightfire Master #26,Find all hidden items in the game.
96,4330,James Bond 007: Nightfire Master #27,Complete the main story of James Bond 007: Nightfire.
96,4331,Explorer #28,Unlock all characters.
96,4332,James Bond 007: Nightfire Master #29,Achieve top rank in a Shooter mode.
96,4333,First Victory #30,Unlock all characters.
160,4334,Speed Runner #1,Achieve top rank in a Action mode.
160,4335,Star Wars Episode III: Revenge of the Sith Master #2,Complete the main story of Star Wars Episode III: Revenge of the Sith.
160,4336,Survivor #3,Complete a mission without taking damage.
160,4337,Legend Begins #4,Win your first challenge.
160,4338,Legend Begins #5,Win your first challenge.
160,4339,Action Champion #6,Complete the main story of Star Wars Episode III: Revenge of the Sith.
160,4340,Explorer #7,Win your first challenge.
160,4341,Legend Begins #8,Complete the main story of Star Wars Episode III: Revenge of the Sith.
160,4342,Completionist #9,Beat the secret boss.
160,4343,First Victory #10,Finish the game on hard difficulty.
160,4344,Unstoppable #11,Collect all collectibles.
160,4345,Secret Finder #12,Collect all collectibles.
160,4346,Action Champion #13,Finish the game on hard difficulty.
118,4347,Legend Begins #1,Achieve top rank in a Shooter mode.
118,4348,Explorer #2,Unlock all characters.
118,4349,Speed Runner #3,Complete the main story of Max Payne.
118,4350,Shooter Champion #4,Find all hidden items in the game.
118,4351,Shooter Champion #5,Beat the secret boss.
118,4352,Unstoppable #6,Play the game for 100 hours.
118,4353,Explorer #7,Find all hidden items in the game.
118,4354,Secret Finder #8,Complete the main story of Max Payne.
118,4355,Speed Runner #9,Find all hidden items in the game.
118,4356,Speed Runner #10,Finish the game on hard difficulty.
118,4357,Completionist #11,Win your first challenge.
118,4358,Speed Runner #12,Achieve top rank in a Shooter mode.
118,4359,Max Payne Master #13,Collect all collectibles.
118,4360,Speed Runner #14,Achieve top rank in a Shooter mode.
118,4361,Explorer #15,Beat the secret boss.
118,4362,Speed Runner #16,Achieve top rank in a Shooter mode.
118,4363,Max Payne Master #17,Win your first challenge.
118,4364,Survivor #18,Beat the secret boss.
118,4365,Shooter Champion #19,Unlock all characters.
118,4366,Shooter Champion #20,Complete the main story of Max Payne.
118,4367,Unstoppable #21,Achieve top rank in a Shooter mode.
118,4368,Secret Finder #22,Finish the game on hard difficulty.
118,4369,Survivor #23,Unlock all characters.
108,4370,Survivor #1,Win your first challenge.
108,4371,Speed Runner #2,Unlock all characters.
108,4372,Madden NFL 16 Master #3,Complete a mission without taking damage.
108,4373,Survivor #4,Win your first challenge.
108,4374,Secret Finder #5,Beat the secret boss.
108,4375,First Victory #6,Find all hidden items in the game.
108,4376,Madden NFL 16 Master #7,Collect all collectibles.
108,4377,Secret Finder #8,Win your first challenge.
108,4378,Completionist #9,Win your first challenge.
108,4379,Unstoppable #10,Achieve top rank in a Sports mode.
108,4380,Secret Finder #11,Beat the secret boss.
108,4381,Speed Runner #12,Complete a mission without taking damage.
108,4382,Unstoppable #13,Beat the secret boss.
108,4383,First Victory #14,Beat the secret boss.
108,4384,Completionist #15,Complete the main story of Madden NFL 16.
108,4385,Legend Begins #16,Play the game for 100 hours.
108,4386,Explorer #17,Find all hidden items in the game.
108,4387,Madden NFL 16 Master #18,Win your first challenge.
108,4388,Sports Champion #19,Beat the secret boss.
108,4389,Madden NFL 16 Master #20,Unlock all characters.
108,4390,First Victory #21,Win your first challenge.
108,4391,Unstoppable #22,Complete the main story of Madden NFL 16.
108,4392,Legend Begins #23,Find all hidden items in the game.
108,4393,Speed Runner #24,Win your first challenge.
108,4394,Sports Champion #25,Achieve top rank in a Sports mode.
108,4395,Explorer #26,Complete a mission without taking damage.
108,4396,Unstoppable #27,Collect all collectibles.
108,4397,Unstoppable #28,Finish the game on hard difficulty.
108,4398,Legend Begins #29,Complete a mission without taking damage.
170,4399,Speed Runner #1,Complete the main story of The Lord of the Rings: The Return of the King.
170,4400,Speed Runner #2,Beat the secret boss.
170,4401,Survivor #3,Collect all collectibles.
170,4402,Survivor #4,Complete the main story of The Lord of the Rings: The Return of the King.
170,4403,Legend Begins #5,Collect all collectibles.
170,4404,Action Champion #6,Win your first challenge.
170,4405,Unstoppable #7,Achieve top rank in a Action mode.
170,4406,Unstoppable #8,Complete the main story of The Lord of the Rings: The Return of the King.
170,4407,The Lord of the Rings: The Return of the King Master #9,Finish the game on hard difficulty.
170,4408,Action Champion #10,Complete the main story of The Lord of the Rings: The Return of the King.
170,4409,Completionist #11,Beat the secret boss.
109,4410,Completionist #1,Play the game for 100 hours.
109,4411,Legend Begins #2,Complete the main story of Madden NFL 17.
109,4412,Survivor #3,Complete a mission without taking damage.
109,4413,Explorer #4,Collect all collectibles.
109,4414,Survivor #5,Finish the game on hard difficulty.
109,4415,Sports Champion #6,Beat the secret boss.
109,4416,Unstoppable #7,Achieve top rank in a Sports mode.
109,4417,Secret Finder #8,Collect all collectibles.
109,4418,First Victory #9,Win your first challenge.
109,4419,Secret Finder #10,Beat the secret boss.
109,4420,Unstoppable #11,Achieve top rank in a Sports mode.
109,4421,Speed Runner #12,Collect all collectibles.
109,4422,Unstoppable #13,Collect all collectibles.
109,4423,Secret Finder #14,Play the game for 100 hours.
109,4424,Unstoppable #15,Unlock all characters.
109,4425,Secret Finder #16,Win your first challenge.
109,4426,Secret Finder #17,Beat the secret boss.
109,4427,Secret Finder #18,Unlock all characters.
109,4428,Speed Runner #19,Finish the game on hard difficulty.
109,4429,First Victory #20,Achieve top rank in a Sports mode.
109,4430,First Victory #21,Unlock all characters.
109,4431,Explorer #22,Complete the main story of Madden NFL 17.
109,4432,Madden NFL 17 Master #23,Find all hidden items in the game.
78,4433,Racing Champion #1,Complete a mission without taking damage.
78,4434,Explorer #2,Find all hidden items in the game.
78,4435,Survivor #3,Play the game for 100 hours.
78,4436,Survivor #4,Finish the game on hard difficulty.
78,4437,Unstoppable #5,Finish the game on hard difficulty.
78,4438,Explorer #6,Finish the game on hard difficulty.
78,4439,Unstoppable #7,Complete a mission without taking damage.
78,4440,Explorer #8,Find all hidden items in the game.
78,4441,Secret Finder #9,Find all hidden items in the game.
78,4442,Secret Finder #10,Finish the game on hard difficulty.
78,4443,Explorer #11,Finish the game on hard difficulty.
68,4444,Far Cry 3 Master #1,Complete a mission without taking damage.
68,4445,Far Cry 3 Master #2,Collect all collectibles.
68,4446,Far Cry 3 Master #3,Unlock all characters.
68,4447,First Victory #4,Finish the game on hard difficulty.
68,4448,Completionist #5,Unlock all characters.
68,4449,Legend Begins #6,Win your first challenge.
68,4450,Far Cry 3 Master #7,Beat the secret boss.
68,4451,Secret Finder #8,Beat the secret boss.
68,4452,Explorer #9,Unlock all characters.
68,4453,Explorer #10,Win your first challenge.
68,4454,Explorer #11,Beat the secret boss.
68,4455,Speed Runner #12,Win your first challenge.
68,4456,Shooter Champion #13,Win your first challenge.
68,4457,First Victory #14,Collect all collectibles.
68,4458,Unstoppable #15,Play the game for 100 hours.
68,4459,Speed Runner #16,Beat the secret boss.
68,4460,Speed Runner #17,Finish the game on hard difficulty.
68,4461,Survivor #18,Complete a mission without taking damage.
68,4462,Legend Begins #19,Collect all collectibles.
68,4463,Legend Begins #20,Complete the main story of Far Cry 3.
68,4464,Secret Finder #21,Complete a mission without taking damage.
68,4465,Speed Runner #22,Unlock all characters.
68,4466,Speed Runner #23,Play the game for 100 hours.
68,4467,Unstoppable #24,Unlock all characters.
68,4468,Explorer #25,Unlock all characters.
68,4469,Secret Finder #26,Win your first challenge.
68,4470,Far Cry 3 Master #27,Find all hidden items in the game.
68,4471,Survivor #28,Complete the main story of Far Cry 3.
68,4472,Legend Begins #29,Collect all collectibles.
192,4473,Explorer #1,Collect all collectibles.
192,4474,Action Champion #2,Finish the game on hard difficulty.
192,4475,Legend Begins #3,Play the game for 100 hours.
192,4476,Speed Runner #4,Play the game for 100 hours.
192,4477,Legend Begins #5,Beat the secret boss.
192,4478,Survivor #6,Find all hidden items in the game.
192,4479,Legend Begins #7,Finish the game on hard difficulty.
192,4480,Speed Runner #8,Complete a mission without taking damage.
192,4481,Legend Begins #9,Collect all collectibles.
192,4482,Action Champion #10,Find all hidden items in the game.
192,4483,Legend Begins #11,Finish the game on hard difficulty.
192,4484,Survivor #12,Beat the secret boss.
192,4485,Explorer #13,Play the game for 100 hours.
192,4486,Unstoppable #14,Win your first challenge.
52,4487,FIFA 16 Master #1,Collect all collectibles.
52,4488,Survivor #2,Play the game for 100 hours.
52,4489,Speed Runner #3,Achieve top rank in a Sports mode.
52,4490,Completionist #4,Complete the main story of FIFA 16.
52,4491,Secret Finder #5,Play the game for 100 hours.
52,4492,Secret Finder #6,Win your first challenge.
52,4493,Legend Begins #7,Collect all collectibles.
52,4494,Speed Runner #8,Find all hidden items in the game.
52,4495,Unstoppable #9,Win your first challenge.
52,4496,Speed Runner #10,Find all hidden items in the game.
52,4497,Explorer #11,Play the game for 100 hours.
52,4498,Legend Begins #12,Win your first challenge.
52,4499,Explorer #13,Achieve top rank in a Sports mode.
100,4500,Unstoppable #1,Complete a mission without taking damage.
100,4501,Survivor #2,Unlock all characters.
100,4502,Completionist #3,Win your first challenge.
100,4503,Survivor #4,Beat the secret boss.
100,4504,Legend Begins #5,Beat the secret boss.
100,4505,Speed Runner #6,Beat the secret boss.
100,4506,First Victory #7,Unlock all characters.
100,4507,Secret Finder #8,Finish the game on hard difficulty.
100,4508,Legend Begins #9,Unlock all characters.
100,4509,Unstoppable #10,Play the game for 100 hours.
100,4510,Legend Begins #11,Unlock all characters.
100,4511,Legend Begins #12,Unlock all characters.
100,4512,L.A. Noire Master #13,Collect all collectibles.
100,4513,Completionist #14,Play the game for 100 hours.
